10-03-2020 19:41:53 31.25,31.00,30.50,30.00,28.75,26.25,25.00,23.75,31.50,30.50,30.25,29.25,27.50,27.25,26.50,26.25,30.75,30.75,29.75,28.00,27.50,27.25,26.25,26.50,29.75,30.25,28.50,27.50,27.75,27.25,27.50,27.00,

